"spcd","symbol","common","scientific"
7146,"FAOC","false coffee","Faramea occidentalis"
7148,"FIAM","Jamaican cherry fig","Ficus americana"
7149,"FIBE2","Indian banyan","Ficus benghalensis"
7150,"FIBE","weeping fig","Ficus benjamina"
7151,"FICA","edible fig","Ficus carica"
7152,"FICO2","Ficus copiosa","Ficus copiosa"
7153,"FIAU3","Roxburgh fig","Ficus auriculata"
7154,"FIDR3","brown-woolly fig","Ficus drupacea"
7155,"FIEL","Indian rubberplant","Ficus elastica"
7156,"FIGO","mati","Ficus godeffroyi"
7158,"FILU","Ficus lutea","Ficus lutea"
7159,"FILY","fiddleleaf fig","Ficus lyrata"
7160,"FIMI2","Chinese banyan","Ficus microcarpa"
7162,"FINO3","tibig","Ficus nota"
7163,"FIOB3","aoa","Ficus obliqua"
7164,"FIOB","amate","Ficus obtusifolia"
7165,"FIPR2","aoa","Ficus prolixa"
7166,"FIRE3","peepul tree","Ficus religiosa"
7167,"FIRU4","Port Jackson fig","Ficus rubiginosa"
7168,"FISA","lulk, banyan","Ficus saffordii"
7169,"FISC3","mati vao","Ficus scabra"
7171,"FICUS","fig","Ficus spp."
7173,"FIST","jaguey","Ficus stahlii"
7174,"FISY2","sycamore fig","Ficus sycomorus"
7175,"FITH2","Chinese banyan","Ficus thonningii"
7176,"FITI2","mati","Ficus tinctoria"
7177,"FITR","jaguey blanco","Ficus trigonata"
7178,"FIUN","mati","Ficus uniauriculata"
7179,"FIVI3","higo","Ficus virens"
7180,"FICH","Finschia chloroxantha","Finschia chloroxantha"
7181,"FISI2","Chinese parasoltree","Firmiana simplex"
7182,"FISP3","burr daisytree","Fitchia speciosa"
7184,"FLIN","governor's plum","Flacourtia indica"
7185,"FLIN3","batoko plum","Flacourtia inermis"
7186,"FLRU2","filimoto","Flacourtia rukam"
7188,"FLBR","Queensland maple","Flindersia brayleyana"
7877,"MUTE6","blantalos","Musa textilis"
7878,"MUTI","tikap","Musa tikap"
7879,"MUTR2","fei banana","Musa troglodytarum"
7880,"MUFR3","Mussaenda frondosa","Mussaenda frondosa"
7881,"MURA5","aloalo vao","Mussaenda raiateensis"
7882,"MUSSA","Mussaenda","Mussaenda spp."
7883,"MYSA","naio","Myoporum sandwicense"
7884,"MYOPO","myoporum","Myoporum spp."
7886,"MYCI","red rodwood","Myrcia citrifolia"
7887,"MYDE","cieneguillo","Myrcia deflexa"
7888,"MYFA3","curame","Myrcia fallax"
7889,"MYLE","guayabacon","Myrcia leptoclada"
7890,"MYPA","ausu","Myrcia paganii"
7891,"MYSP","punchberry","Myrcia splendens"
7892,"MYRCI","rodwood","Myrcia spp."
7893,"MYFR","twinberry","Myrcianthes fragrans"
7894,"MYCA9","jaboticaba","Myrciaria cauliflora"
7895,"MYFL","guavaberry","Myrciaria floribunda"
7899,"MYRU3","yamamomo, strawberry tree","Myrica rubra"
7900,"MYRIC","sweetgale","Myrica spp."
7902,"MYHY2","atoneulu","Myristica hypargyraea"
7903,"MYIN3","adepurot","Myristica insularis"
7904,"MYRIS","Myristica","Myristica spp."
7905,"MYFR2","cercipo","Myrospermum frutescens"
7906,"MYIN4","Myristica inutilis","Myristica inutilis"
7907,"MYBA3","balsam of Tolu","Myroxylon balsamum"
7910,"MYAL4","forest colicwood","Myrsine alyxifolia"
7911,"MYCO2","leathery colicwood","Myrsine coriacea"
7912,"MYCU2","Myrsine cubana","Myrsine cubana"
7913,"MYDE2","summit colicwood","Myrsine degeneri"
7914,"MYEM","mountain colicwood","Myrsine emarginata"
7915,"MYFE","streambank colicwood","Myrsine fernseei"
7916,"MYFO","Koolau Range colicwood","Myrsine fosbergii"
7918,"MYHE3","Wahiawa Bog colicwood","Myrsine helleri"
7919,"MYKA","Kauai colicwood","Myrsine kauaiensis"
7920,"MYKN","Kokee colicwood","Myrsine knudsenii"
7921,"MYLA3","Lanai colicwood","Myrsine lanaiensis"
7922,"MYLE2","kolea lau nui","Myrsine lessertiana"
7923,"MYME2","Hanapepe River colicwood","Myrsine mezii"
7924,"MYPE3","swamp colicwood","Myrsine petiolata"
7925,"MYPU2","Molokai colicwood","Myrsine pukooensis"
7926,"MYSA2","kokea lau lii","Myrsine sandwicensis"
7927,"MYRSI","colicwood","Myrsine spp."
7928,"MYWA","Mt. Kahili colicwood","Myrsine wawraea"
7929,"MYPA7","Myrsine palauensis","Myrsine palauensis"
7932,"NECO","Nectandra coriacea","Nectandra coriacea"
7933,"NEHI2","shinglewood","Nectandra hihua"
7934,"NEKR","Nectandra krugii","Nectandra krugii"
7935,"NEME3","Nectandra membranacea","Nectandra membranacea"
7936,"NEPA4","Nectandra patens","Nectandra patens"
7939,"NETU","Nectandra turbacensis","Nectandra turbacensis"
7940,"NEBU","saltwood","Neea buxifolia"
7942,"NEOP","fao","Neisosperma oppositifolia"
7944,"NECA7","kadam","Neolamarckia cadamba"
7946,"NERE2","aquilon","Neolaugeria resinosa"
7948,"NEFO2","afa","Neonauclea forsteri"
7952,"NELA7","Rambutan","Nephelium lappaceum"
7953,"NERA3","pulasan","Nephelium ramboutan-ake"
7954,"NEME5","maaloa","Neraudia melastomifolia"
664,"MAIO","prairie crab apple","Malus ioensis"
680,"MORUS","mulberry spp.","Morus spp."
681,"MOAL","white mulberry","Morus alba"
682,"MORU2","red mulberry","Morus rubra"
683,"MOMI","Texas mulberry","Morus microphylla"
684,"MONI","black mulberry","Morus nigra"
690,"NYSSA","tupelo spp.","Nyssa spp."
691,"NYAQ2","water tupelo","Nyssa aquatica"
692,"NYOG","Ogeechee tupelo","Nyssa ogeche"
693,"NYSY","blackgum","Nyssa sylvatica"
694,"NYBI","swamp tupelo","Nyssa biflora"
701,"OSVI","eastern hophornbeam","Ostrya virginiana"
711,"OXAR","sourwood","Oxydendrum arboreum"
712,"PATO2","paulownia, empress-tree","Paulownia tomentosa"
715,"MAPA28","Maytenus palauica","Maytenus palauica"
718,"OSTR","kesiamel","Osmoxylon truncatum"
720,"PERSE","bay spp.","Persea spp."
721,"PEBO","redbay","Persea borbonia"
722,"PLAQ","water-elm, planertree","Planera aquatica"
729,"PLATA","sycamore spp.","Platanus spp."
730,"PLRA","California sycamore","Platanus racemosa"
731,"PLOC","American sycamore","Platanus occidentalis"
732,"PLWR2","Arizona sycamore","Platanus wrightii"
740,"POPUL","cottonwood and poplar spp.","Populus spp."
741,"POBA2","balsam poplar","Populus balsamifera"
742,"PODE3","eastern cottonwood","Populus deltoides"
743,"POGR4","bigtooth aspen","Populus grandidentata"
744,"POHE4","swamp cottonwood","Populus heterophylla"
745,"PODEM","plains cottonwood","Populus deltoides"
746,"POTR5","quaking aspen","Populus tremuloides"
747,"POBAT","black cottonwood","Populus balsamifera"
748,"POFR2","Fremont cottonwood","Populus fremontii"
749,"POAN3","narrowleaf cottonwood","Populus angustifolia"
752,"POAL7","silver poplar","Populus alba"
753,"PONI","Lombardy poplar","Populus nigra"
755,"PROSO","mesquite spp.","Prosopis spp."
756,"PRGL2","honey mesquite","Prosopis glandulosa"
757,"PRVE","velvet mesquite","Prosopis velutina"
758,"PRPU","screwbean mesquite","Prosopis pubescens"
760,"PRUNU","cherry and plum spp.","Prunus spp."
761,"PRPE2","pin cherry","Prunus pensylvanica"
762,"PRSE2","black cherry","Prunus serotina"
763,"PRVI","chokecherry","Prunus virginiana"
764,"PRPE3","peach","Prunus persica"
765,"PRNI","Canada plum","Prunus nigra"
6398,"CARMO","scorpionbush","Carmona spp."
6399,"CAMI36","fish tail palm","Caryota mitis"
6400,"CARYO","Caryota","Caryota spp."
6401,"CAUR3","fishtail palm","Caryota urens"
6402,"CAAC3","rabo de ranton","Casearia aculeata"
6403,"CAAR8","gia verde","Casearia arborea"
6405,"CACA28","keuert","Casearia cauliflora"
6406,"CADE11","wild honeytree","Casearia decandra"
6407,"CAGU2","Guyanese wild coffee","Casearia guianensis"
6408,"CASEA","Casearia","Casearia spp."
6410,"CASY2","crackopen","Casearia sylvestris"
6415,"CAFI3","golden shower","Cassia fistula"
6417,"CAGR11","pink shower","Cassia grandis"
6418,"CAJA3","apple blossom","Cassia javanica"
6419,"CALE49","gold medallion tree","Cassia leptophylla"
6420,"CASI4","kassod tree","Cassia siamea"
6422,"CASSI","Cassia","Cassia spp."
6425,"CAXY","marbletree","Cassine xylocarpa"
6427,"CAGU3","goatwood","Cassipourea guianensis"
6429,"CAER3","goatbush","Castela erecta"
6430,"CAEL5","Panama rubbertree","Castilla elastica"
6433,"CACU8","river sheoak","Casuarina cunninghamiana"
6434,"CAEQ","beach sheoak","Casuarina equisetifolia"
6437,"CALI8","gagu,australian pine","Casuarina litorea"
6438,"ILMU","catberry","Ilex mucronata"
6439,"CALO8","Haitian catalpa","Catalpa longissima"
6441,"CEOB","trumpet tree","Cecropia obtusifolia"
6443,"CESC9","pumpwood","Cecropia schreberiana"
6444,"CECRO","pumpwood","Cecropia spp."
6445,"CEOD","Spanish cedar","Cedrela odorata"
6447,"CEAC4","pochote","Ceiba acuminata"
6448,"CEAE2","pochote","Ceiba aesculifolia"
6449,"CEPE2","kapoktree","Ceiba pentandra"
6452,"CEPA6","Celtis paniculata","Celtis paniculata"
6454,"CETR3","almex","Celtis trinervia"
6457,"CESI3","St. John's bread","Ceratonia siliqua"
6458,"CESI8","Chinese hackberry","Celtis sinensis"
6459,"CEDI12","chuti","Cerbera dilatata"
6460,"CEFL2","emeridech","Cerbera floribunda"
6461,"CEMA20","leva","Cerbera manghas"
6462,"CEOD2","chiute","Cerbera odollam"
6463,"CERBE","Cerbera spp.","Cerbera spp."
6468,"CEHE3","lady of the night cactus","Cereus hexagonus"
6469,"CEHI3","Cereus hildmannianus","Cereus hildmannianus"
6470,"CEREU","sweetpotato cactus","Cereus spp."
6472,"CETA2","biut","Ceriops tagal"
6473,"CEAU2","orange jessamine","Cestrum aurantiacum"
6474,"CEDI6","day jessamine","Cestrum diurnum"
6475,"CELA2","galen del monte","Cestrum laurifolium"
6477,"CENO","night jessamine","Cestrum nocturnum"
6478,"CESTR","jessamine","Cestrum spp."
6479,"OSKN","Knowlton's hophornbeam","Ostrya knowltonii"
6481,"CHAR8","jointed sandmat","Chamaesyce articulata"
6482,"CHAT2","koko","Chamaesyce atrococca"
7190,"FLAC","Flueggea acidoton","Flueggea acidoton"
7191,"FLFL4","poumuli","Flueggea flexuosa"
7192,"FLNE","mehamehame","Flueggea neowawraea"
7193,"FLUEG","bushweed","Flueggea spp."
7194,"FOEG","inkbush","Forestiera eggersiana"
7195,"FORH","caca ravet","Forestiera rhamnifolia"
7196,"FOSE","Florida swampprivet","Forestiera segregata"
7198,"FOMA2","oval kumquat","Fortunella margarita"
7199,"VINE2","Chinese chastetree","Vitex negundo"
7200,"FRCA12","California buckthorn","Frangula californica"
7202,"FRSPL","West Indian buckthorn","Frangula sphaerosperma"
7203,"FRAL","Franklin tree","Franklinia alatamaha"
7205,"FRGO","Goodding's ash","Fraxinus gooddingii"
7206,"FRUH","shamel ash","Fraxinus uhdei"
7207,"FUBO","Bolivian fuchsia","Fuchsia boliviana"
7208,"FUPA2","shrubby fuchsia","Fuchsia paniculata"
7209,"FUCHS","fuchsia","Fuchsia spp."
7210,"FUEL","silkrubber","Funtumia elastica"
7211,"PEAM3","avocado","Persea americana"
7212,"GADU3","Gourka","Garcinia dulcis"
7213,"GAHE5","lemon saptree","Garcinia hessii"
7214,"GAMA10","mangosteen","Garcinia mangostana"
7215,"GAMA8","tilol","Garcinia matsudai"
7216,"GAMY","garcinia","Garcinia myrtifolia"
7217,"GAPO4","konpuil","Garcinia ponapensis"
7218,"GAPO2","palo de cruz","Garcinia portoricensis"
7219,"GARU3","tilol","Garcinia rumiyo"
7220,"GAQU2","Garcinia quadrilocularis","Garcinia quadrilocularis"
7221,"GARCI","Garcinia","Garcinia spp."
7223,"GAXA","Garcinia xanthochymus","Garcinia xanthochymus"
7224,"GABR","forest gardenia","Gardenia brighamii"
7225,"GAMA6","Oahu gardenia","Gardenia mannii"
7226,"GARE","Remys gardenia","Gardenia remyi"
7227,"GARDE","gardenia","Gardenia spp."
7228,"GATA","Tahitian gardenia","Gardenia taitensis"
7229,"GAFL8","manuai vivao","Garuga floribunda"
7231,"GAAT","llume","Gaussia attenuata"
7233,"GERU3","taipoipo","Geniostoma rupestre"
7235,"GEAM","jagua","Genipa americana"
7237,"GEPE4","arbol de Navidad","Gesneria pedunculosa"
7239,"GIRO","bastard gregre","Ginoria rohrii"
7241,"GICE2","Gironniera celtidifolia","Gironniera celtidifolia"
7243,"ZESE80","Japanese zelkova","Zelkova serrata"
7245,"GLSE2","quickstick","Gliricidia sepium"
7246,"ZIOB","lotebush","Ziziphus obtusifolia"
7247,"GLCU","masame","Glochidion cuspidatum"
7248,"GLMA9","Glochidion marianum","Glochidion marianum"
7249,"GLRA4","masame","Glochidion ramiflorum"
7250,"GLOCH","Glochidion","Glochidion spp."
7251,"GMEL","belau","Gmelina elliptica"
7252,"GMPA","blacheos","Gmelina palawensis"
7253,"GMELI","Gmelina","Gmelina spp."
7254,"GNGN","Gnetum gnemon","Gnetum gnemon"
7255,"GLPA4","flower axistree","Glycosmis parviflora"
7256,"GOEL","mata buey","Goetzea elegans"
7257,"GLKA","Glochidion kanehirae","Glochidion kanehirae"
7258,"GOLI","grand merisier","Gomidesia lindeniana"
7260,"GOCA2","Goniothalamus carolinensis","Goniothalamus carolinensis"
7262,"GOBA","Creole cotton","Gossypium barbadense"
7956,"NEOL","oleander","Nerium oleander"
7958,"NEPO","keahi","Nesoluma polynesicum"
7960,"NESA2","Hawaii olive","Nestegis sandwicensis"
7961,"NESTE","nestegis","Nestegis spp."
7962,"NECE","kalm, aralm","Neuburgia celebica"
7964,"NIGL","tree tobacco","Nicotiana glauca"
7965,"NICOT","tobacco","Nicotiana spp."
7966,"NOBR2","smallflower aiea","Nothocestrum breviflorum"
7967,"NOLA","broadleaf aiea","Nothocestrum latifolium"
7968,"NOLO","longleaf aiea","Nothocestrum longifolium"
7969,"NOPE","Oahu aiea","Nothocestrum peltatum"
7970,"NOTHO3","aiea","Nothocestrum spp."
7971,"NOHU","kaala rockwort","Nototrichium humile"
7972,"NOSA","Hawaii rockwort","Nototrichium sandwicense"
7974,"NYFR2","toechel, teuechel","Nypa fruticans"
7976,"OCMO4","African bird's-eye bush","Ochna mossambicensis"
7977,"OCHNA","ochna","Ochna spp."
7978,"OCTH","Thomas birds-eye bush","Ochna thomasiana"
7980,"OCPY","Ochroma pyramidale","Ochroma pyramidale"
7982,"OCCO","holei","Ochrosia compta"
7983,"OCHA","island yellowwood","Ochrosia haleakalae"
7984,"OCKA","Kauai yellowwood","Ochrosia kauaiensis"
7985,"OCKI","Hawaii yellowwood","Ochrosia kilaueaensis"
7986,"OCHRO2","yellowwood","Ochrosia spp."
7987,"OCMA2","langiti","Ochrosia mariannensis"
7990,"OCFL","laurel espada","Ocotea floribunda"
7991,"OCFO","black sweetwood","Ocotea foeniculacea"
7994,"OCLE","loblolly sweetwood","Ocotea leucoxylon"
7996,"OCMO","nemoca","Ocotea moschata"
7997,"OCNE","laurel sassafras","Ocotea nemodaphne"
7999,"OCPO","laurel de paloma","Ocotea portoricensis"
8000,"OLNE","oleandra fern","Oleandra neriiformis"
8001,"OCSP","nemoca cimarrona","Ocotea spathulata"
8003,"OCWR","Wright's laurel canelon","Ocotea wrightii"
8007,"OLEA","olive","Olea spp."
8008,"HOAC4","fanuamamala","Homalanthus acuminatus"
8009,"HONU3","fanuamamala","Homalanthus nutans"
8010,"HOMAL6","Homalanthus","Homalanthus spp."
8011,"OPPA4","Ophiorrhiza palauensis","Ophiorrhiza palauensis"
8013,"OPCO4","cochineal nopal cactus","Opuntia cochenillifera"
8014,"OPFI","tuna cactus","Opuntia ficus-indica"
8015,"OPMO5","common pricklypear","Opuntia monacantha"
8018,"OPUNT","pricklypear","Opuntia spp."
8019,"ORCA12","amansis, edebsungelked, necklace bead tree","Ormosia calavensis"
8020,"ORKR","peronia","Ormosia krugii"
8022,"OSOL","kesiamel","Osmoxylon oliveri"
8023,"OSPA","kesiamel","Osmoxylon pachyphyllum"
8024,"OSMOX","Osmoxylon","Osmoxylon spp."
8027,"OTRH","pincho palo de rosa","Ottoschulzia rhodoxylon"
8029,"OUIL","chicharron amarillo","Ouratea ilicifolia"
8030,"OULI","abey amarillo","Ouratea littoralis"
8032,"OUST","guanabanilla","Ouratea striata"
8033,"OXLA4","blacklancewood","Oxandra lanceolata"
8034,"OXLA5","haya","Oxandra laurifolia"
8036,"PAAQ2","miich era ngebard, guiana chestnut","Pachira aquatica"
8037,"PAIN7","wild chestnut","Pachira insignis"
8044,"PAST24","gasu","Palaquium stehlinii"
8045,"PAAL9","tafetan","Palicourea alpina"
8047,"PACR3","red cappel","Palicourea crocea"
766,"PRAM","American plum","Prunus americana"
768,"PREM","bitter cherry","Prunus emarginata"
769,"PRAL5","Allegheny plum","Prunus alleghaniensis"
770,"PRAN3","Chickasaw plum","Prunus angustifolia"
771,"PRAV","sweet cherry","Prunus avium"
772,"PRCE","sour cherry","Prunus cerasus"
773,"PRDO","European plum","Prunus domestica"
774,"PRMA","Mahaleb cherry","Prunus mahaleb"
800,"QUERC","oak spp.","Quercus spp."
801,"QUAG","California live oak","Quercus agrifolia"
802,"QUAL","white oak","Quercus alba"
803,"QUAR","Arizona white oak","Quercus arizonica"
804,"QUBI","swamp white oak","Quercus bicolor"
805,"QUCH2","canyon live oak","Quercus chrysolepis"
806,"QUCO2","scarlet oak","Quercus coccinea"
807,"QUDO","blue oak","Quercus douglasii"
808,"QUSIS","Durand oak","Quercus sinuata"
809,"QUEL","northern pin oak","Quercus ellipsoidalis"
810,"QUEM","Emory oak","Quercus emoryi"
811,"QUEN","Engelmann oak","Quercus engelmannii"
812,"QUFA","southern red oak","Quercus falcata"
813,"QUPA5","cherrybark oak","Quercus pagoda"
814,"QUGA","Gambel oak","Quercus gambelii"
815,"QUGA4","Oregon white oak","Quercus garryana"
816,"QUIL","scrub oak","Quercus ilicifolia"
817,"QUIM","shingle oak","Quercus imbricaria"
818,"QUKE","California black oak","Quercus kelloggii"
819,"QULA2","turkey oak","Quercus laevis"
820,"QULA3","laurel oak","Quercus laurifolia"
821,"QULO","California white oak","Quercus lobata"
822,"QULY","overcup oak","Quercus lyrata"
823,"QUMA2","bur oak","Quercus macrocarpa"
824,"QUMA3","blackjack oak","Quercus marilandica"
825,"QUMI","swamp chestnut oak","Quercus michauxii"
826,"QUMU","chinkapin oak","Quercus muehlenbergii"
827,"QUNI","water oak","Quercus nigra"
828,"QUTE","Texas red oak","Quercus texana"
829,"QUOB","Mexican blue oak","Quercus oblongifolia"
830,"QUPA2","pin oak","Quercus palustris"
831,"QUPH","willow oak","Quercus phellos"
832,"QUPR2","chestnut oak","Quercus prinus"
833,"QURU","northern red oak","Quercus rubra"
834,"QUSH","Shumard oak","Quercus shumardii"
835,"QUST","post oak","Quercus stellata"
6483,"CHCE","ekoko","Chamaesyce celastroides"
6492,"CHHE3","Herbsts sandmat","Chamaesyce herbstii"
6493,"CHKU","kokomalei","Chamaesyce kuwaleana"
6494,"CHOL3","alpine sandmat","Chamaesyce olowaluana"
6495,"CHRO2","Koolau Range sandmat","Chamaesyce rockii"
6496,"CHAMA15","sandmat","Chamaesyce spp."
6497,"CHDE3","Napali coast papala","Charpentiera densiflora"
6498,"CHEL","ellipticleaf papala","Charpentiera elliptica"
6499,"CHOB2","broadleaf papala","Charpentiera obovata"
6500,"CHOV2","Koolau Range papala","Charpentiera ovata"
6503,"CHARP","papala","Charpentiera spp."
6504,"CHTO3","Waianae Range papala","Charpentiera tomentosa"
6507,"CHDO3","Domins club","Cheirodendron dominii"
6508,"CHFA","Fauries club","Cheirodendron fauriei"
6509,"CHFO4","olapa","Cheirodendron forbesii"
6510,"CHPL","lapalapa","Cheirodendron platyphyllum"
6511,"PEPA37","swamp bay","Persea palustris"
6513,"CHEIR","cheirodendron","Cheirodendron spp."
6514,"CHTR2","olapalapa","Cheirodendron trigynum"
6516,"PHAM2","Amur corktree","Phellodendron amurense"
6517,"CHOA","alaweo","Chenopodium oahuense"
6518,"CHENO","goosefoot","Chenopodium spp."
6519,"CHAX2","hueso","Chionanthus axilliflorus"
6520,"CHCO12","bridgotree","Chionanthus compactus"
6521,"CHDO4","white rosewood","Chionanthus domingensis"
6522,"CHHO4","hueso prieto","Chionanthus holdridgei"
6523,"CHLI6","cabra blanca","Chionanthus ligustrinus"
6524,"CHRE9","Chinese fringetree","Chionanthus retusus"
6525,"CHVI22","vitiensis","Chionanthus vitiensis"
6526,"CHSE5","puntaj jayuya","Chione seminervis"
6528,"CHVE4","fatpork","Chione venosa"
6529,"CHEX5","african teak","Chlorophora excelsa"
6532,"CHSP13","silk-floss tree","Chorisia speciosa"
6533,"PIGL7","Sakhalin spruce","Picea glehnii"
6535,"CHIC","icaco coco plum","Chrysobalanus icaco"
6538,"PIOM2","Serbian spruce","Picea omorika"
6539,"CHAR6","bastard redwood","Chrysophyllum argenteum"
6541,"CHCA10","star apple","Chrysophyllum cainito"
6542,"CHOL","satinleaf","Chrysophyllum oliviforme"
6543,"CHPA31","camito de perro","Chrysophyllum pauciflorum"
6545,"CIHE7","Hawaiian tree fern","Cibotium x heleniae"
6546,"CICH","Chamissos manfern","Cibotium chamissoi"
6547,"CIGL","hapuu","Cibotium glaucum"
6548,"CIME8","hapuu li","Cibotium menziesii"
6549,"CIBOT","manfern","Cibotium spp."
6552,"CIPU","quinine","Cinchona pubescens"
6553,"CINCH","cinchona","Cinchona spp."
6554,"CIAR8","cassia","Cinnamomum aromaticum"
6555,"CIBU2","Padang cassia","Cinnamomum burmannii"
6557,"CICA2","ochod","Cinnamomum carolinense"
6559,"CIEL2","laurel avispillo","Cinnamomum elongatum"
6560,"CIMO3","avispillo","Cinnamomum montanum"
6561,"CIPE6","ochod","Cinnamomum pedatinervium"
6562,"CISE2","matieu","Cinnamomum sessilifolium"
6563,"CINNA2","cinnamon","Cinnamomum spp."
6564,"CIVE2","cinnamon","Cinnamomum verum"
6565,"CICA8","juniper berry","Citharexylum caudatum"
6567,"CISP3","spiny fiddlewood","Citharexylum spinosum"
6568,"CITHA","fiddlewood","Citharexylum spp."
6569,"CITR7","threespike fiddlewood","Citharexylum tristachyum"
7264,"GOHIH2","Gossypium hirsutum","Gossypium hirsutum"
7268,"GROT","Graffenrieda ottoschulzii","Graffenrieda ottoschulzii"
7272,"GRBA","kahiliflower","Grevillea banksii"
7273,"GRRO","silkoak","Grevillea robusta"
7274,"GREVI","grevillea","Grevillea spp."
7275,"GRCR4","fau ui","Grewia crenata"
7279,"GUOF","lignum-vitae","Guaiacum officinale"
7280,"GUSA","holywood","Guaiacum sanctum"
7282,"GUMA4","paipai","Guamia mariannae"
7285,"GUFR","black mampoo","Guapira fragrans"
7286,"GUOB","corcho prieto","Guapira obtusata"
7288,"GUGL3","alligatorwood","Guarea glabra"
7290,"GUGU","American muskwood","Guarea guidonia"
7294,"GUBL","haya minga","Guatteria blainii"
7295,"GUCA2","haya blanca","Guatteria caribaea"
7298,"GUUL","bastardcedar","Guazuma ulmifolia"
7299,"GUEL","hammock velvetseed","Guettarda elliptica"
7300,"GUKR","frogwood","Guettarda krugii"
7302,"GUOD","cucubano de vieques","Guettarda odorata"
7303,"GUOV","cucubano","Guettarda ovalifolia"
7305,"GUPU","roseta","Guettarda pungens"
7306,"GUSC","wild guave","Guettarda scabra"
7307,"GUSP3","puapua","Guettarda speciosa"
7309,"GUVA","cucubano de monte","Guettarda valenzuelana"
7311,"GURH","rhoifolia","Guioa rhoifolia"
7312,"GUIOA","Guioa","Guioa spp."
7313,"GUPA","bochela uchererak, uch","Gulubia palauensis"
7315,"GYLA","West Indian false box","Gyminda latifolia"
7317,"GYLU","oysterwood","Gymnanthes lucida"
7319,"GYAM2","vilivili","Gyrocarpus americanus"
7321,"HACA2","bloodwoodtree","Haematoxylum campechianum"
7327,"HASAO","palo de hueso","Haenianthus salicifolius"
7328,"HATE3","mountain silverbell","Halesia tetraptera"
7329,"HAVE2","Ozark witchhazel","Hamamelis vernalis"
7330,"HAPA3","scarletbush","Hamelia patens"
7331,"HAVI4","American witchhazel","Hamamelis virginiana"
7332,"HAFL","Haplolobus floribundus","Haplolobus floribundus"
7333,"HACA10","South African wild plum","Harpephyllum caffrum"
7334,"HAAR4","fa`aili","Harpullia arborea"
7335,"HAPA10","haujillo","Havardia pallens"
7336,"HECU10","false locust","Hebestigma cubense"
7338,"HEDE14","denticulata","Hedycarya denticulata"
7340,"HEDYC2","Hedycarya","Hedycarya spp."
7341,"HEAR","cigarbush","Hedyosmum arborescens"
7343,"HEFO5","Fosbergs starviolet","Hedyotis fosbergii"
7344,"HEHI8","manono","Hedyotis hillebrandii"
7345,"HEDYO2","starviolet","Hedyotis spp."
7346,"HETE21","variable starviolet","Hedyotis terminalis"
7347,"HEJA","screwtree","Helicteres jamaicensis"
7349,"HEPO4","white moho","Heliocarpus popayanensis"
7350,"HELIO","heliocarpus","Heliocarpus spp."
7353,"HEFA5","camasey peludo","Henriettea fascicularis"
7354,"HEMA11","MacFadyen's camasey","Henriettea macfadyenii"
8049,"PACR18","Palicourea croceoides","Palicourea croceoides"
8051,"PAGU","showy cappel","Palicourea guianensis"
8053,"PAJA2","Pandanus japensis","Pandanus japensis"
8054,"PAAI","chertochet","Pandanus aimiriikensis"
8055,"PACO51","matal","Pandanus cominsii"
8056,"PACO3","ongor","Pandanus compressus"
8057,"PACY10","silaue","Pandanus cylindricus"
8058,"PADI2","kienpel","Pandanus dilatatus"
8059,"PADI29","ongor","Pandanus divergens"
8060,"PADU3","pahong","Pandanus dubius"
8061,"PADU4","ongor","Pandanus duriocarpus"
8062,"PAEN","moak","Pandanus enchabiensis"
8063,"PAFI","hara","Pandanus fischerianus"
8064,"PAFR7","aggag","Pandanus fragrans"
8065,"PAHO6","nenketak","Pandanus hosinoi"
8066,"PAJA3","pacheren","Pandanus jaluitensis"
8067,"PAKA2","buuk","Pandanus kanehirae"
8068,"PAKO2","siu","Pandanus korrensis"
8069,"PALA3","lakatwa","Pandanus lakatwa"
8070,"PALA4","erwan, jonmouia","Pandanus laticanaliculatus"
8071,"PAMA3","intekul, pasyure","Pandanus macrocephalus"
8072,"PAMA32","ongor, ertochet","Pandanus macrojeanneretia"
8073,"PAME18","menne","Pandanus menne"
8074,"PAKA","Palaquium karrak","Palaquium karrak"
8075,"PAOD2","Pandanus odontoides","Pandanus odontoides"
8076,"PAPA38","ongor, ertochet","Pandanus palawensis"
8077,"PAPA39","peet","Pandanus patina"
8078,"PAPE","ongor","Pandanus peliliuensis"
8079,"PAPO2","alwan, kipal, taip","Pandanus ponapensis"
8080,"PAPU18","deipw, jomineia","Pandanus pulposus"
8081,"PARE2","pathaplip","Pandanus rectangulatus"
8082,"PARE19","fasa","Pandanus reineckei"
8083,"PARO2","magojokojok","Pandanus rotundatus"
8084,"PANDA","screwpine","Pandanus spp."
8085,"PATE2","Tahitian screwpine","Pandanus tectorius"
8086,"PATO6","kiparenwel","Pandanus tolotomensis"
8087,"PATR","mojel","Pandanus trukensis"
8088,"PAUT","common screwpine","Pandanus utilis"
8090,"PAVA4","berrakelongor","Pandanus variegatus"
8091,"PAED4","rauel","Pangium edule"
8092,"PAOB7","lonlin, lajokorer","Pandanus obliquus"
8099,"PACR2","scratchthroat","Parathesis crenulata"
8103,"PAIN20","sea","Parinari insularum"
8104,"PALA5","ais","Parinari laurina"
8105,"PARIN","Parinari","Parinari spp."
8106,"PARKI3","parkia","Parkia spp."
8107,"PAKO5","Parkia korom","Parkia korom"
8108,"PAPA2","kmekumer","Parkia parvifoliola"
8110,"PATI5","Parkia timoriana","Parkia timoriana"
